Type_intervention,Description,Plage_horaire,Latitude,Longitude
Civil,Nuissance sonore,21:00-00:00,48.91622103094594,6.08813346256105
Pompiers,Animal dangereux,21:00-00:00,49.22888160252677,6.0363180671695424
BAC,Port d'arme illégal,19h00-22h00,48.99281864430287,6.161722655575421
SAMU,Malaise cardiaque,21:00-04:30,49.37484605030968,6.7321281408352105
Civil,Signalement de maltraitance,03:00-06:00,49.01889103137965,6.144813995075663
Gendarmerie,Conflit de voisinage rural,19h00-22h00,48.95126379842792,6.434287257228065
Civil,Nuissance sonore,21:00-00:00,48.91251658339879,6.241316041966352
Pompiers,Incendie de véhicule,12h00-18h00,48.91599063851403,6.224660640650407
SAMU,Arrêt cardiaque,19h00-22h00,49.382416113151805,6.211114774442525
HeroX,Assaut terroriste,19h00-22h00,49.3508572733322,6.57913510211945
Gendarmerie,Vol de tracteur,12h00-18h00,49.01589465310771,6.093843633446613
SAMU,Malaise cardiaque,21:00-04:30,49.17695904113012,6.791001003322219
HeroX,Lutte contre un réseau criminel,00:00-03:00,49.23365847858116,6.584327608951068
Pompiers,Évacuation,21:00-00:00,49.127901645504096,6.854805718088
HeroX,Neutralisation de tueur en série,19h00-22h00,49.23975976424639,6.670499636688965
Civil,Dispute conjugale,03:00-06:00,49.30862498465476,6.476840463814417
Police,Menaces de mort,12h00-18h00,48.93897897105168,6.287376716659901
Gendarmerie,Agression à l'arme blanche,03:00-06:00,48.95158145794152,6.538243734480581
Police,Agression à l'arme blanche,12h00-18h00,49.08368358000995,6.467665727819809
Gendarmerie,Agression à l'arme blanche,03:00-06:00,49.35848098530675,6.893317892395556
HeroX,Cybercriminalité majeure,21:00-04:30,49.33815305352042,6.119936777731458
HeroX,Cybercriminalité majeure,21:00-00:00,49.370948622054144,6.541451857259924
Police,Vandalisme,00:00-03:00,49.03988006220918,6.280869126549631
Police,Corruption,21:00-04:30,49.1304046812585,6.51502033763107
CRS,Événement sportif à risque,21:00-04:30,49.10725482615232,6.611604928003628
HeroX,Protection de personnalité,09h00-12h00,48.98797913738078,6.15688657814351
Gendarmerie,Braconnage,03:00-06:00,49.31441876846183,6.418073315864393
SAMU,Electrocution,19h00-22h00,49.39744343446773,6.08280914299922
Pompiers,Effondrement de bâtiment,19h00-22h00,49.217112998016496,6.504977009743411
Police,Port d'arme illégal,12h00-18h00,48.90246087520375,6.526207280494613
BAC,Proxénétisme,12h00-18h00,49.09342358905391,6.673748294789817
Gendarmerie,Agression à l'arme blanche,21:00-04:30,48.95116264330626,6.311776978249644
CRS,Blocage de voie publique,21:00-00:00,49.20027179851628,6.524865717346907
CRS,Intervention en banlieue sensible,21:00-00:00,49.28378590830659,6.2070512376824185
Police,Braquage,19h00-22h00,49.152933652560336,6.028356829674225
Police,Proxénétisme,21:00-00:00,49.30511674272568,6.853097383199826
Gendarmerie,Agression à l'arme blanche,09h00-12h00,48.98741262986796,6.1073718318316
Civil,Tapage nocturne,12h00-18h00,48.92947187621959,6.680828438562909
Police,Conduite en état d'ivresse,09h00-12h00,49.17139884769944,6.664167998205006
Police,Atteinte aux biens,00:00-03:00,49.060248902033344,6.130381404226656
BAC,Proxénétisme,09h00-12h00,49.195291446656746,6.077467543908008
Pompiers,Incendie domestique,19h00-22h00,49.236479941689446,6.503653615810683
Police,Homicide,12h00-18h00,48.91988580998258,6.658500286633533
Douanes,Contrefaçon,19h00-22h00,49.25849648384067,6.684029318320319
Douanes,Fraude TVA,21:00-04:30,49.20811706177186,6.613565957767485
SAMU,Arrêt cardiaque,12h00-18h00,49.23740980583546,6.175113944308547
HeroY,Crime économique,03:00-06:00,48.9984815157982,6.522870940456784
HeroY,Renseignement stratégique,21:00-00:00,49.134416726483884,6.867921381858031
Pompiers,Feu de forêt,00:00-03:00,49.17949305289268,6.69543408443909
Douanes,Blanchiment d'argent,21:00-00:00,49.2727350614235,6.788427813045865
Pompiers,Arbre sur la voie publique,09h00-12h00,49.19407747881738,6.449226950802413
Police,Atteinte aux biens,00:00-03:00,48.95413270048806,6.155003670522253
Gendarmerie,Atteinte à l'environnement,12h00-18h00,49.05995745977319,6.4031366812296335
Civil,Aide aux victimes,21:00-04:30,49.30770536056198,6.615311284866394
CRS,Manifestation violente,03:00-06:00,49.002500640907165,6.69540664874542
Douanes,Fraude fiscale,09h00-12h00,49.00491538537148,6.862464795098475
HeroX,Assaut terroriste,07h00-11h00,48.94222530932284,6.416876984570239
BAC,Filature,03:00-06:00,49.17480623950696,6.832954586084712
Douanes,Trafic d'armes,09h00-12h00,49.070825805803736,6.7819672463479
Gendarmerie,Intrusion avec effraction,07h00-11h00,49.07699799493884,6.018638983675441
Police,Cambriolage,12h00-18h00,49.05121035349354,6.289683372564388
Police,Délit de fuite,09h00-12h00,49.16502785269016,6.357054761801658
Police,Violences conjugales,21:00-00:00,48.94955679175448,6.898153769072776
HeroY,Extraction de données sensibles,00:00-03:00,49.241226157235175,6.212948009481675
Police,Évasion de prisonnier,03:00-06:00,49.25067700193574,6.651623988253984
CRS,Rassemblement illégal,00:00-03:00,48.93387498593778,6.772312682463728
Gendarmerie,Recherche en milieu rural,21:00-00:00,49.13157966449901,6.399725449995688
Civil,Signalement d'incivilité,12h00-18h00,49.02692227548594,6.806340460047409
Civil,Signalement d'incivilité,00:00-03:00,49.22394129791898,6.124255396691951
HeroY,Renseignement stratégique,03:00-06:00,49.21867503049266,6.046879308509616
Gendarmerie,Vol de voiture,12h00-18h00,49.37351200019155,6.777232012022951
Douanes,Fraude aux subventions,00:00-03:00,49.19568442365768,6.793854722900455
HeroZ,Menace NRBC,21:00-00:00,49.08824517761637,6.755819480990313
Police,Règlement de compte entre individus,09h00-12h00,49.15233388095979,6.770932832296386
HeroY,Enquête sur corruption haute niveau,03:00-06:00,49.33198935590815,6.229848884701749
Police,Recel,03:00-06:00,49.10670868457881,6.110389264763377
HeroX,Enlèvement international,00:00-03:00,49.31740620099014,6.702083128843704
SAMU,Noyade,03:00-06:00,48.9937558898094,6.711697479259568
Civil,Animal errant,19h00-22h00,49.16420368566952,6.896792067723133
HeroZ,Cyberattaque critique,21:00-00:00,49.170831120966895,6.648437870892
Gendarmerie,Trafics en zone rurale,09h00-12h00,48.99548296524697,6.630797367838838
HeroX,Crime organisé,21:00-04:30,48.917362815212456,6.532513717842555
Pompiers,Désincarcération,00:00-03:00,49.28031553400975,6.410733851717377
Police,Port d'arme illégal,19h00-22h00,48.975285448815455,6.520997867880852
Pompiers,Noyade,19h00-22h00,49.33337194028203,6.207472163088124
BAC,Surveillance de quartier,09h00-12h00,49.16235400778544,6.839005849775516
Gendarmerie,Atteinte à l'environnement,07h00-11h00,49.34444167842182,6.247759998237484
SAMU,Chute de grande hauteur,21:00-00:00,49.24417510281421,6.104803842618953
Civil,Signalement d'incivilité,09h00-12h00,49.39142592647835,6.68860680207281
Pompiers,Inondation,07h00-11h00,49.3349005746248,6.525445304854186
HeroX,Piratage de système sensible,07h00-11h00,49.355566157760734,6.310791534810972
CRS,Émeute,19h00-22h00,49.28358007409712,6.661366134584211
Pompiers,Noyade,21:00-04:30,48.949148611020064,6.149990978882204
CRS,Contrôle de foule,07h00-11h00,49.12406343378297,6.483541839614176
SAMU,Coup de chaleur,21:00-00:00,49.38403461381474,6.350468412210031
BAC,Délinquance urbaine,00:00-03:00,49.3963453780427,6.774485516113894
Gendarmerie,Contrôle routier,12h00-18h00,49.13724315834567,6.337558789166467
BAC,Trafics de quartier,03:00-06:00,49.08182865050312,6.17802422737459
Douanes,Fraude aux subventions,03:00-06:00,49.10957808016974,6.622764040321076
Pompiers,Sauvetage en hauteur,12h00-18h00,49.16275125212011,6.727715838470565
Gendarmerie,Accident agricole,12h00-18h00,49.26466662480597,6.750477666241508
HeroZ,Sauvetage en milieu contaminé,21:00-00:00,49.06228723264095,6.818904998401397
Gendarmerie,Règlement de compte entre individus,12h00-18h00,48.93038759128028,6.30628592405742
Pompiers,Effondrement de bâtiment,00:00-03:00,49.03446510167377,6.1311047738785485
SAMU,AVC,21:00-00:00,48.990705469987866,6.704925486741001
Civil,Demande d'assistance,21:00-04:30,48.91310010167266,6.201936869997863
Gendarmerie,Chasse illégale,07h00-11h00,49.36005232284733,6.85323532210211
HeroZ,Mission anti-terroriste,03:00-06:00,49.236868250864255,6.221897788633189
Pompiers,Désincarcération,12h00-18h00,49.04379437078792,6.298960419529794
Police,Corruption,19h00-22h00,48.91939863343016,6.881870719377591
HeroX,Neutralisation de tueur en série,07h00-11h00,49.07471249896761,6.58883842011571
CRS,Émeute,03:00-06:00,49.30138211670575,6.441419048266809
HeroX,Assaut terroriste,03:00-06:00,49.39076291975889,6.461694657739288
CRS,Affrontements urbains,09h00-12h00,49.06012074927448,6.03342923348809
Gendarmerie,Cambriolage,21:00-04:30,49.17025605504601,6.296517098795224
Douanes,Exportation illégale,00:00-03:00,49.21730508277577,6.7019545269329255
Police,Enlèvement,09h00-12h00,49.354001222092656,6.461512251057183
Police,Harcèlement,07h00-11h00,48.92691853466826,6.383292999406718
Pompiers,Animal dangereux,12h00-18h00,49.01118882332154,6.00075998319909
HeroY,Démantèlement de trafic de stupéfiants,03:00-06:00,49.13332955965207,6.844032984172894
Police,Extorsion,21:00-00:00,49.24980814590044,6.054831942085071
Pompiers,Secours à personne,09h00-12h00,49.355108096279366,6.684395478918052
Police,Homicide,09h00-12h00,48.98164594730635,6.596687406713863
Douanes,Contrôle de devises,03:00-06:00,49.15276305702064,6.819055346490534
Civil,Tapage nocturne,19h00-22h00,49.21872546390308,6.52399963045181
SAMU,Crise d'épilepsie,07h00-11h00,48.9030878942494,6.228984365914531
Pompiers,Sauvetage en hauteur,09h00-12h00,49.21569488345738,6.095914344703508
HeroX,Assaut terroriste,12h00-18h00,49.36473649086832,6.608805161958121
BAC,Proxénétisme,03:00-06:00,49.046798713182056,6.729702003943421
SAMU,Chute de grande hauteur,12h00-18h00,49.09368333007632,6.851497417649817
SAMU,Electrocution,07h00-11h00,49.102273901127546,6.083119899388936
Civil,Difficultés sociales,03:00-06:00,49.21924009007429,6.742522941881465
BAC,Interpellation de délinquant,19h00-22h00,49.03672900049404,6.612617547784279
Douanes,Contrôle de devises,21:00-04:30,49.15056947875164,6.605507833269575
Gendarmerie,Trafics en zone rurale,00:00-03:00,49.23213702161942,6.685562115662013
CRS,Blocage de voie publique,00:00-03:00,49.06837395775097,6.572470986747771
BAC,Patrouille sensible,09h00-12h00,49.28705958708339,6.043379125309848
Gendarmerie,Conflit de voisinage rural,12h00-18h00,49.28479636002341,6.68970249007901
Pompiers,Sauvetage en hauteur,21:00-04:30,49.014127808072,6.169640376246625
Pompiers,Sauvetage en hauteur,07h00-11h00,49.17680186621322,6.305688773300405
SAMU,Coup de chaleur,21:00-00:00,49.06884833848693,6.2248910115727325
SAMU,Polytraumatisme,00:00-03:00,49.249223631944496,6.420346815176589
Police,Trouble à l'ordre public,21:00-00:00,49.38944516495174,6.560143804829453
Pompiers,Sauvetage en hauteur,09h00-12h00,48.95400987338862,6.324546640667858
HeroY,Crime économique,03:00-06:00,49.30367689796898,6.550249834074899
SAMU,Allergie grave,12h00-18h00,49.28716983290848,6.479184614723299
Police,Délit de fuite,21:00-00:00,49.31306734787682,6.62870056366928
Police,Règlement de compte entre individus,21:00-04:30,49.09197915138254,6.837710390311355
Police,Vol à l'arraché,21:00-00:00,49.07453524007892,6.010313101313495
BAC,Recherche de véhicule volé,07h00-11h00,49.11139153025315,6.011999526836661
SAMU,Malaise cardiaque,12h00-18h00,49.319069033569136,6.669771707426049
HeroY,Démantèlement de trafic de stupéfiants,00:00-03:00,49.34994327400079,6.2897478185108335
Police,Blanchiment d'argent,00:00-03:00,49.13530337042166,6.380228295214084
BAC,Surveillance de quartier,21:00-04:30,48.98721635057394,6.211605423323785
HeroZ,Protection d'infrastructure critique,21:00-04:30,49.03293420412003,6.598822753012051
SAMU,Coup de chaleur,03:00-06:00,49.220721111359694,6.248660607982711
HeroZ,Interception de convoyeurs dangereux,21:00-00:00,49.216586544686976,6.856190037374377
Pompiers,Évacuation,19h00-22h00,49.12669063221112,6.167617611729563
HeroY,Espionnage industriel,00:00-03:00,49.25931197158406,6.119472916045069
Gendarmerie,Accident agricole,21:00-00:00,49.11076862001316,6.136118808263266
BAC,Délinquance urbaine,03:00-06:00,48.97261356520524,6.715096318377727
CRS,Contrôle de foule,09h00-12h00,49.20766988093855,6.053689878368885
CRS,Événement sportif à risque,03:00-06:00,49.132935924119714,6.558521107608156
HeroY,Renseignement stratégique,21:00-00:00,49.25545336020866,6.218920223810598
Gendarmerie,Enquête judiciaire,21:00-04:30,49.05476008322282,6.802315359601032
Pompiers,Arbre sur la voie publique,00:00-03:00,49.35045401660073,6.355757438844802
BAC,Agression à l'arme blanche,21:00-04:30,49.35206313924554,6.0438138089558
SAMU,Brûlure grave,03:00-06:00,49.291353458466624,6.672082350690041
Police,Port d'arme illégal,07h00-11h00,49.21636344639157,6.387005050325392
BAC,Intervention rapide,21:00-00:00,49.17516209172304,6.794127696014603
BAC,Règlement de compte entre individus,03:00-06:00,49.02664007570575,6.007471991113246
Civil,Signalement d'incivilité,09h00-12h00,49.05761320460009,6.282294771753473
CRS,Sécurisation de visite officielle,21:00-04:30,49.07695796478048,6.741141222942261
Police,Blanchiment d'argent,00:00-03:00,49.047633826260096,6.417766554418549
HeroX,Cybercriminalité majeure,07h00-11h00,48.99775178750536,6.155634511276814
BAC,Filature,21:00-00:00,49.05000783650237,6.494590971483246
CRS,Dispersion de rassemblement,19h00-22h00,49.30486142267345,6.463011440673278
SAMU,Chute de grande hauteur,19h00-22h00,49.33382200866804,6.082482312920305
HeroX,Crime organisé,09h00-12h00,49.3517427261557,6.122949316498896
Police,Vol à l'arraché,03:00-06:00,49.27280908178222,6.763102661298802
HeroZ,Gestion de crise biologique,21:00-04:30,49.05892211238159,6.746521835879546
Police,Atteinte aux biens,09h00-12h00,48.99404387942277,6.850266749523666
SAMU,Accouchement inopiné,21:00-04:30,48.93179375813253,6.083772358800023
Gendarmerie,Atteinte à l'environnement,21:00-00:00,49.0155628975678,6.602839146006678
Police,Agression à l'arme blanche,21:00-00:00,49.29606305320924,6.204780650022318
Police,Séquestration,00:00-03:00,49.16445698982181,6.49487662373307
Gendarmerie,Enquête judiciaire,07h00-11h00,49.0753193270582,6.298414479924912
Police,Agression à l'arme blanche,21:00-04:30,49.18324931328808,6.099562712197212
Police,Port d'arme illégal,19h00-22h00,48.92030363826338,6.59889671223066
HeroX,Sauvetage d'otages,19h00-22h00,49.243357648755456,6.632169227950251
Gendarmerie,Atteinte à l'environnement,12h00-18h00,48.98702560202268,6.149735280329218
BAC,Proxénétisme,12h00-18h00,49.048522637584,6.7516822504579705
Police,Agression à main armée,09h00-12h00,49.18879249652224,6.040613289737871
Gendarmerie,Affaire de moeurs,03:00-06:00,49.3355167651431,6.493697600952069
Pompiers,Effondrement de bâtiment,03:00-06:00,49.25653925387057,6.785456436987901
Pompiers,Incendie domestique,21:00-00:00,49.199907841698014,6.525132691833879
CRS,Intervention en banlieue sensible,03:00-06:00,49.07235973392344,6.023913111049661
SAMU,Allergie grave,07h00-11h00,49.27080808330685,6.346704957460242
HeroX,Désamorçage d'engin explosif,21:00-00:00,49.393705979797794,6.092354734030904
SAMU,Chute de grande hauteur,21:00-04:30,49.26230684239627,6.470756411080064
HeroZ,Menace NRBC,21:00-04:30,49.03082786708315,6.807345166183857
Civil,Difficultés sociales,09h00-12h00,49.29281757175426,6.458863024797259
Police,Agression à main armée,21:00-00:00,49.24684063619733,6.711915836219473
BAC,Recherche de véhicule volé,03:00-06:00,49.14163962192149,6.586941113000512
HeroX,Cybercriminalité majeure,21:00-00:00,49.29041148194186,6.619014755994857
Pompiers,Secours à personne,03:00-06:00,49.24830189290408,6.444105513199469
Gendarmerie,Accident agricole,03:00-06:00,49.1731558717128,6.374835823802718
Gendarmerie,Délinquance juvénile,21:00-04:30,49.17483008337501,6.172256160450378
Douanes,Contrôle douanier,21:00-00:00,49.09131522080324,6.753233207186527
Civil,Tapage nocturne,03:00-06:00,49.32116213081431,6.5631234756201655
Gendarmerie,Dégradation de biens agricoles,19h00-22h00,49.25424325882404,6.592932377887087
Civil,Plainte contre administration,03:00-06:00,48.99991348941446,6.820332128314654
SAMU,Overdose,00:00-03:00,49.16215339989411,6.843551871851116
Pompiers,Arbre sur la voie publique,21:00-00:00,48.96916225042903,6.7404131787332
HeroY,Espionnage industriel,03:00-06:00,49.25015177611167,6.21069021773393
Pompiers,Incendie de véhicule,07h00-11h00,49.20995100807548,6.527610083605995
SAMU,Malaise cardiaque,21:00-00:00,48.91365486646047,6.210081815092214
Police,Recel,09h00-12h00,49.10856886282826,6.035269006676077
CRS,Sécurisation de visite officielle,19h00-22h00,49.04274715628049,6.061073955813781
HeroY,Enquête sur corruption haute niveau,21:00-04:30,49.25402743203063,6.154280738637638
Police,Extorsion,09h00-12h00,49.12881363277737,6.188773672023217
Gendarmerie,Règlement de compte entre individus,07h00-11h00,49.02488383630676,6.463521932489662
SAMU,Crise d'épilepsie,12h00-18h00,49.313510727567326,6.5797721290095685
Gendarmerie,Dégradation de biens agricoles,00:00-03:00,49.03259864930648,6.1860466491322486
HeroY,Protection de témoin clé,00:00-03:00,49.38410545011836,6.193141566092221
SAMU,Allergie grave,07h00-11h00,48.90372700585564,6.777021242013726
BAC,Prévention de cambriolage,07h00-11h00,49.33979323074364,6.565114337263859
Pompiers,Fuite de gaz,21:00-00:00,49.34053625340566,6.010360345507896
CRS,Événement sportif à risque,21:00-04:30,49.30394632105349,6.741921409669028
Gendarmerie,Surveillance de zone rurale,09h00-12h00,49.13088438698892,6.587797838554801
HeroX,Extraction en zone hostile,09h00-12h00,49.389767154339175,6.666573972598699
SAMU,Overdose,21:00-04:30,49.36623418166444,6.562856557576395
BAC,Lutte contre le trafic,07h00-11h00,49.03898250169966,6.758268311406609
BAC,Intervention rapide,07h00-11h00,49.18059388890335,6.587656101803641
BAC,Règlement de compte entre individus,21:00-00:00,49.344807180415096,6.190551596064274
Civil,Conflit de voisinage,03:00-06:00,48.93175890121431,6.127683761593076
Pompiers,Incendie industriel,07h00-11h00,49.1908181638428,6.749209316792547
Police,Cambriolage,09h00-12h00,49.06901283151326,6.683108099039299
Gendarmerie,Homicide,21:00-04:30,49.211776434385,6.076009611032681
SAMU,Noyade,03:00-06:00,49.21604724086283,6.783660212101729
Police,Viol,12h00-18h00,49.13399005035966,6.530962219234552
Pompiers,Malaise,21:00-00:00,48.9422724377077,6.777408457243552
Police,Braquage,21:00-04:30,49.3114959727028,6.756336880289976
SAMU,Brûlure grave,09h00-12h00,49.180717753277655,6.452918072991676
Gendarmerie,Agression à l'arme blanche,21:00-00:00,49.14709714641778,6.568157947891309
HeroZ,Neutralisation de cellule dormante,21:00-00:00,49.06334502352206,6.724860586245092
Pompiers,Fuites chimiques,21:00-04:30,49.12613751386805,6.335808493004869
BAC,Patrouille sensible,21:00-04:30,49.13780305299554,6.630735890430568
CRS,Émeute,03:00-06:00,49.34296808509478,6.62969150937163
Police,Braquage,21:00-00:00,49.36176841326767,6.640900613138959
SAMU,Accouchement inopiné,00:00-03:00,49.351622060053664,6.897391421367916
Police,Harcèlement,12h00-18h00,49.32929568646068,6.790884545401668
Gendarmerie,Découverte de corps,19h00-22h00,49.109149960496886,6.095918299889847
HeroZ,Protection d'installation sensible,21:00-04:30,49.049928739328536,6.723682006304616
Civil,Aide aux victimes,19h00-22h00,49.184396359631855,6.859279306866795
Gendarmerie,Contrôle routier,09h00-12h00,49.32746514447304,6.56631570052848
Douanes,Blanchiment d'argent,12h00-18h00,49.22157484697864,6.750255969328684
Gendarmerie,Chasse illégale,12h00-18h00,49.28627405164418,6.464790058199013
Police,Blanchiment d'argent,03:00-06:00,49.33744780101089,6.163878194989234
Pompiers,Malaise,03:00-06:00,49.0315296577137,6.449232205916873
HeroX,Lutte contre un réseau criminel,07h00-11h00,48.97312110106071,6.472177890975942
SAMU,Arrêt cardiaque,03:00-06:00,49.33772268114893,6.526998289624347
HeroX,Mission sous couverture,21:00-00:00,49.05220829757501,6.74763952680204
HeroX,Cybercriminalité majeure,09h00-12h00,49.203302383823335,6.532576161038206
BAC,Agression à l'arme blanche,21:00-00:00,49.01663455477955,6.774126576254428
Police,Vol de voiture,07h00-11h00,49.39596263964344,6.551753968794923
Pompiers,Incendie de véhicule,12h00-18h00,49.34280318810158,6.349733298343203
SAMU,Brûlure grave,03:00-06:00,49.37552753281328,6.243637208300271
Civil,Dispute conjugale,19h00-22h00,49.34835745136733,6.242110412873709
HeroX,Enlèvement international,12h00-18h00,49.31918387014774,6.401272830659205
Civil,Demande d'assistance,03:00-06:00,49.0794758722862,6.185020740967137
Police,Vol à l'arraché,12h00-18h00,49.2156365913626,6.776245424299329
SAMU,Coup de chaleur,00:00-03:00,49.33679381054756,6.154233533071079
Pompiers,Incendie industriel,12h00-18h00,49.00279502108541,6.450047518345068
HeroX,Désamorçage d'engin explosif,21:00-00:00,48.92457455362045,6.570063710357688
Douanes,Contrôle douanier,00:00-03:00,49.25343284612471,6.89693916257636
Pompiers,Incendie industriel,19h00-22h00,49.141014068189456,6.387445437022945
Pompiers,Animal dangereux,00:00-03:00,49.31161916192166,6.59262462339669
Civil,Tapage nocturne,19h00-22h00,48.91089391935858,6.264289645177745
Police,Agression à l'arme blanche,19h00-22h00,49.27215210745799,6.39414518120547
Police,Délit de fuite,19h00-22h00,49.24540668895586,6.74528775495872
Pompiers,Malaise,21:00-00:00,49.393973220147785,6.160714705979761
Gendarmerie,Trafics en zone rurale,12h00-18h00,49.07277624666693,6.538111693884078
SAMU,Noyade,00:00-03:00,49.08760034418757,6.088176965990026
HeroZ,Sabotage industriel,03:00-06:00,49.29401995473177,6.367487180390201
Douanes,Revente de stupéfiants,07h00-11h00,49.10122841368801,6.762888882606271
SAMU,Crise d'épilepsie,00:00-03:00,48.95837019517425,6.128531524492066
Gendarmerie,Cambriolage,21:00-04:30,49.22300418147661,6.387141171411055
CRS,Événement sportif à risque,09h00-12h00,49.024204926705465,6.367183092154394
BAC,Interpellation de délinquant,09h00-12h00,48.99214198658319,6.229948874238853
Civil,Plainte contre administration,09h00-12h00,48.95844897746975,6.495312724887659
Police,Trouble à l'ordre public,21:00-00:00,49.09774458382708,6.886888770566391
Police,Conduite en état d'ivresse,00:00-03:00,48.97140085108779,6.620717260692917
Civil,Signalement d'incivilité,21:00-04:30,49.24024829867197,6.345421528073322
BAC,Proxénétisme,21:00-04:30,49.00101659807905,6.87115837365016
BAC,Agression à l'arme blanche,21:00-04:30,49.24651244757202,6.836908258714423
Police,Vandalisme,09h00-12h00,48.9176020210226,6.833629770798611
HeroX,Protection de personnalité,21:00-04:30,49.23228984170199,6.86245627426522
Gendarmerie,Cambriolage,12h00-18h00,49.31388263907665,6.2070544277804585
BAC,Délinquance urbaine,03:00-06:00,49.2321541440282,6.034815382560994
Civil,Médiation familiale,19h00-22h00,49.13111797739701,6.035165291863718
Gendarmerie,Recherche en milieu rural,03:00-06:00,48.90710509441784,6.474770975886337
BAC,Port d'arme illégal,21:00-04:30,48.97874894611677,6.6085328479264
Gendarmerie,Intrusion avec effraction,21:00-00:00,48.91659040656747,6.369945489997477
Civil,Signalement d'incivilité,03:00-06:00,48.94056287716537,6.0617825450761895
BAC,Patrouille sensible,19h00-22h00,49.18543697325865,6.030244804137613
CRS,Contrôle de foule,21:00-04:30,48.928095527653205,6.74373857295622
Civil,Conflit professionnel,21:00-00:00,49.207160209770095,6.63326290405071
SAMU,Tentative de suicide,21:00-00:00,48.91755548159851,6.7430192018416895
Douanes,Contrebande,12h00-18h00,49.16828391269626,6.635479483448468
Pompiers,Secours à personne,21:00-00:00,48.93800994326874,6.475048613489167
BAC,Intervention rapide,03:00-06:00,49.113521190587925,6.383793753305494
CRS,Dispersion de rassemblement,12h00-18h00,49.22068221209216,6.770928355846399
Pompiers,Orage violent,19h00-22h00,49.03792083783354,6.099583149091318
BAC,Règlement de compte entre individus,21:00-04:30,49.27546686530376,6.191118104112854
Gendarmerie,Homicide,21:00-04:30,49.39502746771026,6.146309452408382
Pompiers,Arbre sur la voie publique,21:00-00:00,49.02785257328176,6.494779069366399
Douanes,Fraude aux subventions,03:00-06:00,49.02951734858341,6.848238283791855
CRS,Événement sportif à risque,12h00-18h00,49.39863545019871,6.744896807234429
Pompiers,Malaise,00:00-03:00,48.990461116308175,6.631040945819089
Civil,Médiation familiale,00:00-03:00,49.18660017448567,6.856647705576791
Pompiers,Effondrement de bâtiment,21:00-04:30,49.01501650012811,6.599518776184614
Civil,Plainte contre administration,12h00-18h00,49.26733039386846,6.282005969364134
Civil,Conflit de voisinage,21:00-04:30,48.927507409449824,6.656183440132758
Police,Tentative de meurtre,19h00-22h00,49.05617538921094,6.571772418529509
SAMU,Coup de chaleur,21:00-00:00,49.209782020946335,6.1709522198817455
Civil,Problème de voirie,19h00-22h00,49.135272061822576,6.365165141977525
HeroX,Protection de personnalité,21:00-04:30,48.99062351098833,6.011773922309497
Gendarmerie,Vol de tracteur,21:00-00:00,49.14607679879622,6.645892337664375
HeroY,Extraction de données sensibles,21:00-04:30,49.3113275711948,6.1706328162048845
HeroX,Neutralisation de tueur en série,12h00-18h00,49.22999715825558,6.580812235156639
SAMU,Arrêt cardiaque,19h00-22h00,49.22645246120892,6.183002607040882
Civil,Difficultés sociales,03:00-06:00,49.11279764014385,6.623121580162263
HeroZ,Drones hostiles,21:00-00:00,49.06394935978764,6.62385842350229
Police,Blanchiment d'argent,07h00-11h00,49.11480433493111,6.563159712903406
HeroZ,Menace NRBC,21:00-04:30,49.0807798213074,6.873568775019945
SAMU,Urgence médicale,21:00-00:00,49.25849256868947,6.582956846283221
HeroX,Sauvetage d'otages,09h00-12h00,49.11936627592774,6.083576962148032
Gendarmerie,Violences conjugales,12h00-18h00,49.32669580138944,6.523402055641629
SAMU,Crise psychiatrique,09h00-12h00,49.0812849960675,6.318012698602272
HeroX,Cybercriminalité majeure,03:00-06:00,48.90079422060871,6.878475410419835
Police,Agression à l'arme blanche,07h00-11h00,49.17009838323697,6.656991821062644
Douanes,Trafic d'armes,12h00-18h00,49.18146340904325,6.61490930133325
CRS,Émeute,12h00-18h00,49.24530590515735,6.070239038248286
CRS,Grève conflictuelle,21:00-04:30,48.962200839594345,6.372258127897463
Police,Vol de voiture,19h00-22h00,49.33060935377802,6.5914362282010615
SAMU,Urgence médicale,12h00-18h00,49.19747236937427,6.557475726853702
HeroX,Neutralisation de tueur en série,12h00-18h00,48.95929052623442,6.664315761057811
CRS,Blocage de voie publique,21:00-00:00,49.23210120561018,6.769212132834524
Civil,Médiation familiale,21:00-00:00,49.1635634095686,6.783939254118011
Douanes,Fraude TVA,21:00-00:00,49.09004279472289,6.720742987976643
SAMU,Brûlure grave,00:00-03:00,49.20860554762437,6.648159376030352
CRS,Rassemblement illégal,19h00-22h00,49.154733237356176,6.551179415341683
SAMU,Intoxication alimentaire,07h00-11h00,49.37294212865089,6.792973987275436
SAMU,Chute de grande hauteur,21:00-00:00,49.14577479629876,6.135910770598707
Gendarmerie,Affaire de moeurs,07h00-11h00,48.917928720584165,6.65657891079507
Police,Proxénétisme,07h00-11h00,49.14695818609562,6.785613804563274
BAC,Intervention rapide,00:00-03:00,49.39515942634019,6.68490506980356
Pompiers,Ascenseur bloqué,21:00-00:00,48.99019781371727,6.012981232366189
HeroX,Neutralisation de tueur en série,21:00-00:00,49.15539212507092,6.664146532318383
Police,Cambriolage,12h00-18h00,49.161343112146845,6.514680303396116
Civil,Animal errant,09h00-12h00,48.90269475922852,6.789152900333145
HeroX,Enlèvement international,12h00-18h00,49.29734422576833,6.848238081388554
